Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Dalton Knecht,LAL,DET,L,8.68,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,1,5,4.0,2024-11-04
Dalen Terry,CHI,UTA,L,17.72,2,5,0.4,0,2,0.0,0,1,0.0,2,0,2,4,0,1,1,2,4,4.0,2024-11-04
Drew Eubanks,UTA,CHI,W,16.33,2,4,0.5,0,0,0.0,0,0,0.0,0,4,4,1,0,0,0,0,4,3.9,2024-11-04
Terance Mann,LAC,SAS,W,19.33,2,4,0.5,1,2,0.5,0,0,0.0,0,2,2,1,0,0,0,1,5,3.9,2024-11-04
Jaden McDaniels,MIN,CHO,W,22.43,3,10,0.3,1,5,0.2,2,4,0.5,1,2,3,0,0,2,0,3,9,3.9,2024-11-04
Jordan McLaughlin,SAC,MIA,W,10.77,1,2,0.5,1,1,1.0,0,0,0.0,0,2,2,1,1,0,0,1,3,3.9,2024-11-04
Taurean Prince,MIL,CLE,L,14.7,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,3,0,0,0,3,3,3.9,2024-11-04
Ziaire Williams,BRK,MEM,W,21.22,0,2,0.0,0,2,0.0,2,2,1.0,1,1,2,1,2,0,0,1,2,3.9,2024-11-04
Josh Green,CHO,MIN,L,25.82,3,6,0.5,1,3,0.333,1,1,1.0,0,0,0,0,0,0,0,3,8,3.8,2024-11-04
Isaac Okoro,CLE,MIL,W,26.3,2,5,0.4,1,3,0.333,0,0,0.0,2,1,3,2,1,0,1,4,5,3.8,2024-11-04
Xavier Tillman,BOS,ATL,W,9.15,1,2,0.5,0,1,0.0,0,0,0.0,1,2,3,2,0,0,0,0,2,3.7,2024-11-04
P.J. Washington,DAL,IND,L,34.87,3,11,0.273,0,5,0.0,2,4,0.5,1,10,11,0,0,3,2,2,8,3.7,2024-11-04
Daniel Theis,NOP,POR,L,19.58,2,4,0.5,0,2,0.0,0,0,0.0,1,3,4,1,0,1,1,1,4,3.6,2024-11-04
Luguentz Dort,OKC,ORL,W,27.9,2,6,0.333,2,4,0.5,0,0,0.0,1,2,3,1,2,0,2,3,6,3.4,2024-11-04
Tyus Jones,PHO,PHI,W,28.58,2,5,0.4,0,2,0.0,0,0,0.0,1,1,2,5,0,0,2,1,4,3.4,2024-11-04
KJ Simpson,CHO,MIN,L,6.88,1,2,0.5,0,1,0.0,0,0,0.0,2,1,3,1,0,0,0,0,2,3.4,2024-11-04
DeAndre Jordan,DEN,TOR,W,6.15,1,1,1.0,0,0,0.0,0,0,0.0,1,3,4,1,0,1,1,1,2,3.3,2024-11-04
Jabari Smith,HOU,NYK,W,22.23,3,8,0.375,1,5,0.2,0,0,0.0,0,6,6,1,0,0,1,2,7,3.3,2024-11-04
Reed Sheppard,HOU,NYK,W,14.45,3,8,0.375,1,4,0.25,0,0,0.0,0,2,2,0,0,0,0,0,7,3.2,2024-11-04
Donovan Clingan,POR,NOP,W,16.15,1,1,1.0,0,0,0.0,2,2,1.0,0,3,3,0,0,3,2,4,4,3.1,2024-11-04
Rob Dillingham,MIN,CHO,W,8.12,2,3,0.667,0,0,0.0,0,0,0.0,0,0,0,2,0,0,1,0,4,3.1,2024-11-04
Trey Jemison,NOP,POR,L,1.88,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,2,3.1,2024-11-04
Seth Curry,CHO,MIN,L,10.18,2,4,0.5,0,1,0.0,0,0,0.0,2,0,2,0,0,0,0,1,4,3.0,2024-11-04
Sandro Mamukelashvili,SAS,LAC,L,4.58,2,4,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,5,3.0,2024-11-04
Jared McCain,PHI,PHO,L,2.98,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,1,0,0,0,0,3,3.0,2024-11-04
Malaki Branham,SAS,LAC,L,17.73,2,7,0.286,1,3,0.333,2,2,1.0,0,0,0,0,1,0,1,0,7,2.9,2024-11-04
Brandon Clarke,MEM,BRK,L,10.83,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,2,2,2.9,2024-11-04
Johnny Davis,WAS,GSW,L,8.25,3,3,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,3,6,2.9,2024-11-04
Jeremy Sochan,SAS,LAC,L,12.35,2,3,0.667,0,1,0.0,0,0,0.0,1,2,3,1,1,0,2,2,4,2.9,2024-11-04
Corey Kispert,WAS,GSW,L,29.18,2,7,0.286,0,4,0.0,0,0,0.0,1,4,5,1,0,1,0,1,4,2.8,2024-11-04
Tristan Da Silva,ORL,OKC,L,33.78,4,12,0.333,1,4,0.25,0,0,0.0,0,3,3,2,0,0,1,2,9,2.7,2024-11-04
Jay Huff,MEM,BRK,L,8.48,1,2,0.5,0,1,0.0,0,0,0.0,1,1,2,0,0,1,0,0,2,2.7,2024-11-04
Tyler Kolek,NYK,HOU,L,5.53,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2.7,2024-11-04
Moussa Diabaté,CHO,MIN,L,11.08,1,1,1.0,0,0,0.0,0,0,0.0,1,4,5,0,0,0,1,0,2,2.6,2024-11-04
Ryan Rollins,MIL,CLE,L,6.7,1,2,0.5,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,1,2,2.6,2024-11-04
Ousmane Dieng,OKC,ORL,W,8.4,0,3,0.0,0,1,0.0,0,0,0.0,0,4,4,2,2,0,0,0,0,2.5,2024-11-04
Zeke Nnaji,DEN,TOR,W,13.77,1,3,0.333,0,1,0.0,0,0,0.0,1,0,1,1,0,1,0,0,2,2.4,2024-11-04
Jamison Battle,TOR,DEN,L,12.47,2,6,0.333,1,4,0.25,0,0,0.0,1,1,2,0,0,0,0,1,5,2.2,2024-11-04
Thomas Bryant,MIA,SAC,L,12.02,1,3,0.333,0,1,0.0,0,0,0.0,1,4,5,0,0,0,0,0,2,2.2,2024-11-04
Alex Caruso,OKC,ORL,W,20.82,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,5,1,0,2,4,3,2.2,2024-11-04
Bruno Fernando,TOR,DEN,L,3.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,2,2.0,2024-11-04
Ajay Mitchell,OKC,ORL,W,12.42,2,4,0.5,0,1,0.0,0,0,0.0,0,1,1,1,0,0,1,0,4,2.0,2024-11-04
Jarace Walker,IND,DAL,W,14.3,1,3,0.333,1,2,0.5,0,2,0.0,1,4,5,2,0,0,1,2,3,2.0,2024-11-04
Chris Boucher,TOR,DEN,L,13.75,1,3,0.333,0,1,0.0,0,0,0.0,1,3,4,1,1,1,2,1,2,1.9,2024-11-04
Andrew Wiggins,GSW,WAS,W,17.98,1,9,0.111,0,6,0.0,3,4,0.75,1,3,4,2,0,2,0,3,5,1.9,2024-11-04
Jordan Walsh,BOS,ATL,W,19.15,1,3,0.333,0,2,0.0,0,1,0.0,1,3,4,0,2,1,2,1,2,1.8,2024-11-04
Lindy Waters,GSW,WAS,W,13.87,1,4,0.25,1,3,0.333,0,0,0.0,1,2,3,1,0,0,0,2,3,1.8,2024-11-04
Nickeil Alexander-Walker,MIN,CHO,W,21.15,1,6,0.167,1,3,0.333,3,4,0.75,0,2,2,3,0,0,2,2,6,1.7,2024-11-04
Cam Reddish,LAL,DET,L,14.02,0,0,0.0,0,0,0.0,0,0,0.0,0,5,5,0,1,0,0,2,0,1.7,2024-11-04
Jaylen Wells,MEM,BRK,L,33.02,3,12,0.25,0,5,0.0,0,0,0.0,1,4,5,3,0,1,1,2,6,1.7,2024-11-04
Jonathan Isaac,ORL,OKC,L,10.98,1,3,0.333,0,2,0.0,2,2,1.0,1,0,1,0,0,0,1,1,4,1.6,2024-11-04
Cory Joseph,ORL,OKC,L,3.22,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,1,3,1.6,2024-11-04
Scoot Henderson,POR,NOP,W,24.67,2,6,0.333,0,3,0.0,1,2,0.5,0,2,2,5,2,0,5,2,5,1.5,2024-11-04
Nikola Jović,MIA,SAC,L,12.07,1,4,0.25,0,1,0.0,2,2,1.0,1,0,1,0,0,0,0,2,4,1.5,2024-11-04
Trey Lyles,SAC,MIA,W,16.45,2,4,0.5,1,3,0.333,0,0,0.0,1,0,1,0,0,0,1,3,5,1.5,2024-11-04
Jaden Springer,BOS,ATL,W,8.35,1,4,0.25,0,2,0.0,0,0,0.0,0,1,1,0,2,0,0,1,2,1.5,2024-11-04
Brandin Podziemski,GSW,WAS,W,13.1,1,3,0.333,0,1,0.0,0,0,0.0,0,4,4,1,1,0,1,2,2,1.4,2024-11-04
Bilal Coulibaly,WAS,GSW,L,39.22,3,11,0.273,1,4,0.25,2,2,1.0,0,4,4,2,0,0,3,2,9,1.3,2024-11-04
Aaron Gordon,DEN,TOR,W,4.27,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,1,0,0,1,1,3,1.3,2024-11-04
Nick Smith,CHO,MIN,L,8.42,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,0,1,0,1,0,3,1.3,2024-11-04
Keon Johnson,BRK,MEM,W,20.5,2,7,0.286,2,3,0.667,0,0,0.0,0,4,4,3,0,0,2,5,6,1.2,2024-11-04
Julian Phillips,CHI,UTA,L,15.8,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,1,2,0,0,2,0,1.2,2024-11-04
Clint Capela,ATL,BOS,L,16.78,1,3,0.333,0,0,0.0,0,0,0.0,0,5,5,1,0,0,1,1,2,1.1,2024-11-04
Ja'Kobe Walter,TOR,DEN,L,8.7,1,4,0.25,1,2,0.5,0,0,0.0,1,1,2,1,0,0,0,3,3,1.1,2024-11-04
Cason Wallace,OKC,ORL,W,26.98,2,6,0.333,0,1,0.0,0,0,0.0,0,4,4,1,0,1,1,3,4,1.0,2024-11-04
Cole Anthony,ORL,OKC,L,3.17,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,1,1,0,0,0,0,0.9,2024-11-04
Malik Beasley,DET,LAL,W,28.48,2,10,0.2,1,5,0.2,2,2,1.0,1,3,4,1,0,0,1,3,7,0.9,2024-11-04
Alec Burks,MIA,SAC,L,12.7,0,3,0.0,0,1,0.0,2,2,1.0,0,0,0,0,1,0,0,0,2,0.9,2024-11-04
JD Davison,BOS,ATL,W,5.87,1,3,0.333,0,1,0.0,1,2,0.5,0,0,0,0,1,0,1,0,3,0.9,2024-11-04
Kris Murray,POR,NOP,W,7.72,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,0,1,0.9,2024-11-04
Nicolas Batum,LAC,SAS,W,20.1,1,5,0.2,1,3,0.333,0,0,0.0,0,1,1,2,0,0,0,2,3,0.8,2024-11-04
Kai Jones,LAC,SAS,W,4.23,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0.7,2024-11-04
Alex Len,SAC,MIA,W,10.05,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,1,1,1,1,0,0.6,2024-11-04
Ben Sheppard,IND,DAL,W,16.7,1,3,0.333,1,3,0.333,0,0,0.0,1,0,1,2,0,0,2,2,3,0.6,2024-11-04
Hunter Tyson,DEN,TOR,W,15.07,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,1,0,2,0,0.5,2024-11-04
Jabari Walker,POR,NOP,W,1.88,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3,2024-11-04
Quentin Grimes,DAL,IND,L,10.05,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,1,0,0.2,2024-11-04
Josh Minott,MIN,CHO,W,8.42,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,1,1,1,1,0.2,2024-11-04
Anthony Gill,WAS,GSW,L,2.9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-04
KJ Martin,PHI,PHO,L,2.45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-04
Dwight Powell,DAL,IND,L,7.33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-04
Antonio Reeves,NOP,POR,L,1.88,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-04
Pat Spencer,GSW,WAS,W,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-11-04
Gabe Vincent,LAL,DET,L,17.77,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,0.0,2024-11-04
PJ Dozier,MIN,CHO,W,5.65,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,1,0,-0.1,2024-11-04
Haywood Highsmith,MIA,SAC,L,7.55,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,1,0,0,0,-0.1,2024-11-04
Jericho Sims,NYK,HOU,L,15.57,0,0,0.0,0,0,0.0,0,0,0.0,1,3,4,1,0,0,1,4,0,-0.3,2024-11-04
Matas Buzelis,CHI,UTA,L,4.32,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.4,2024-11-04
Dominick Barlow,ATL,BOS,L,8.35,0,1,0.0,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,1,1,-0.5,2024-11-04
Luka Garza,MIN,CHO,W,6.88,1,2,0.5,0,0,0.0,0,0,0.0,0,3,3,0,0,0,2,1,2,-0.5,2024-11-04
Ryan Dunn,PHO,PHI,W,10.45,0,3,0.0,0,3,0.0,0,0,0.0,0,4,4,1,0,0,0,1,0,-0.6,2024-11-04
Dillon Jones,OKC,ORL,W,9.78,1,3,0.333,0,1,0.0,1,2,0.5,0,1,1,0,0,0,1,2,3,-0.6,2024-11-04
Jett Howard,ORL,OKC,L,11.18,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,-0.7,2024-11-04
Malevy Leons,OKC,ORL,W,2.7,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,-0.7,2024-11-04
Delon Wright,MIL,CLE,L,4.38,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-11-04
Javonte Green,NOP,POR,L,16.8,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,2,0,-0.8,2024-11-04
Anthony Black,ORL,OKC,L,20.62,1,8,0.125,0,5,0.0,1,2,0.5,1,2,3,2,2,0,3,0,3,-0.9,2024-11-04
Luke Travers,CLE,MIL,W,3.47,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,3,0,-0.9,2024-11-04
Craig Porter,CLE,MIL,W,5.47,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0,2024-11-04
Baylor Scheierman,BOS,ATL,W,8.35,0,3,0.0,0,2,0.0,0,0,0.0,1,2,3,0,0,0,0,1,0,-1.2,2024-11-04
Simone Fontecchio,DET,LAL,W,12.93,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,1,1,0,0,4,0,-1.4,2024-11-04
Gary Trent,MIL,CLE,L,20.87,1,7,0.143,0,3,0.0,2,2,1.0,0,2,2,1,0,0,1,3,4,-1.4,2024-11-04
Terrence Shannon,MIN,CHO,W,5.65,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.7,2024-11-04
Mouhamed Gueye,ATL,BOS,L,8.35,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,0,0,-1.8,2024-11-04
Jamal Cain,NOP,POR,L,12.17,1,5,0.2,0,2,0.0,0,0,0.0,1,4,5,0,0,1,3,1,2,-1.9,2024-11-04
Tidjane Salaün ,CHO,MIN,L,22.07,2,10,0.2,1,7,0.143,0,0,0.0,0,2,2,1,1,0,2,3,5,-2.1,2024-11-04
Caleb Houstan,ORL,OKC,L,9.08,0,3,0.0,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-2.2,2024-11-04
Brice Sensabaugh,UTA,CHI,W,10.15,1,3,0.333,0,2,0.0,0,0,0.0,0,1,1,0,0,0,3,0,2,-2.4,2024-11-04
Max Christie,LAL,DET,L,4.2,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,1,2,0,-2.9,2024-11-04
Trae Young,ATL,BOS,L,23.25,1,10,0.1,0,6,0.0,0,0,0.0,0,0,0,6,1,0,3,2,2,-3.2,2024-11-04
Miles McBride,NYK,HOU,L,26.28,0,9,0.0,0,5,0.0,0,0,0.0,0,0,0,2,2,1,0,3,0,-3.4,2024-11-04
Josh Richardson,MIA,SAC,L,21.05,0,4,0.0,0,3,0.0,0,0,0.0,1,1,2,1,2,0,3,4,0,-3.7,2024-11-04
Zaccharie Risacher,ATL,NYK,W,37.0,11,18,0.611,6,10,0.6,5,9,0.556,1,6,7,3,3,2,0,1,33,31.8,2024-11-06
Domantas Sabonis,SAC,TOR,W,33.57,6,6,1.0,0,0,0.0,5,5,1.0,4,7,11,13,1,0,0,0,17,30.2,2024-11-06
Nikola Jokić,DEN,OKC,W,39.47,9,20,0.45,1,3,0.333,4,6,0.667,7,13,20,16,2,2,5,2,23,29.4,2024-11-06
LeBron James,LAL,MEM,L,35.42,15,24,0.625,6,11,0.545,3,4,0.75,0,7,7,6,1,0,5,2,39,29.3,2024-11-06
Karl-Anthony Towns,NYK,ATL,L,38.02,11,23,0.478,5,9,0.556,7,7,1.0,5,11,16,1,1,3,3,2,34,29.1,2024-11-06
Jalen Williams,OKC,DEN,L,36.05,11,20,0.55,4,8,0.5,3,5,0.6,2,8,10,9,3,0,1,4,29,29.1,2024-11-06
Stephen Curry,GSW,BOS,W,34.38,8,17,0.471,4,9,0.444,7,7,1.0,0,7,7,9,4,1,3,2,27,27.6,2024-11-06
Jose Alvarado,NOP,CLE,L,35.32,10,14,0.714,7,7,1.0,0,0,0.0,0,2,2,5,3,0,1,4,27,25.7,2024-11-06
Luka Dončić,DAL,CHI,W,32.32,8,19,0.421,3,8,0.375,8,9,0.889,0,7,7,13,4,0,5,3,27,25.5,2024-11-06
Fred VanVleet,HOU,SAS,W,25.4,10,11,0.909,1,2,0.5,0,0,0.0,0,7,7,10,2,0,3,2,21,24.6,2024-11-06
Jalen Johnson,ATL,NYK,W,39.25,10,18,0.556,3,6,0.5,0,0,0.0,4,11,15,7,0,1,2,1,23,23.7,2024-11-06
Miles Bridges,CHO,DET,W,35.0,8,14,0.571,2,3,0.667,9,9,1.0,1,6,7,2,0,0,0,3,27,23.1,2024-11-06
Norman Powell,LAC,PHI,W,34.72,8,10,0.8,6,8,0.75,4,4,1.0,0,1,1,6,1,0,3,4,26,23.1,2024-11-06
Russell Westbrook,DEN,OKC,W,32.17,10,15,0.667,3,4,0.75,6,9,0.667,1,5,6,6,1,0,4,4,29,23.1,2024-11-06
Jusuf Nurkić,PHO,MIA,W,33.22,6,8,0.75,3,3,1.0,5,6,0.833,4,14,18,1,1,2,2,4,20,22.9,2024-11-06
Tyler Herro,MIA,PHO,L,35.02,9,15,0.6,5,9,0.556,5,5,1.0,0,3,3,6,0,0,3,3,28,22.0,2024-11-06
Zion Williamson,NOP,CLE,L,29.2,9,18,0.5,0,0,0.0,11,13,0.846,2,6,8,4,1,1,4,3,29,21.7,2024-11-06
Donovan Mitchell,CLE,NOP,W,33.72,10,20,0.5,3,9,0.333,6,6,1.0,0,4,4,3,1,1,2,1,29,21.6,2024-11-06
Keegan Murray,SAC,TOR,W,35.0,9,17,0.529,3,8,0.375,1,2,0.5,7,5,12,3,0,1,1,2,22,20.7,2024-11-06
Kevin Durant,PHO,MIA,W,37.22,13,23,0.565,4,11,0.364,2,3,0.667,0,8,8,3,1,1,6,1,32,20.5,2024-11-06
Jayson Tatum,BOS,GSW,L,36.75,10,20,0.5,5,10,0.5,7,9,0.778,0,4,4,2,1,1,4,3,32,20.3,2024-11-06
Davion Mitchell,TOR,SAC,L,32.37,8,11,0.727,2,3,0.667,2,2,1.0,1,2,3,6,1,0,1,2,20,20.2,2024-11-06
LaMelo Ball,CHO,DET,W,31.98,10,23,0.435,5,12,0.417,0,0,0.0,2,4,6,8,2,0,2,3,25,19.9,2024-11-06
Haywood Highsmith,MIA,PHO,L,30.6,7,8,0.875,2,3,0.667,3,3,1.0,2,5,7,0,2,0,0,3,19,19.9,2024-11-06
Christian Braun,DEN,OKC,W,36.53,7,14,0.5,4,8,0.5,6,6,1.0,1,7,8,0,2,1,2,2,24,19.7,2024-11-06
Jarace Walker,IND,ORL,W,23.23,7,7,1.0,3,3,1.0,0,0,0.0,1,5,6,0,2,1,0,1,17,19.4,2024-11-06
Derrick White,BOS,GSW,L,36.3,8,19,0.421,7,16,0.438,3,3,1.0,1,5,6,3,2,0,1,5,26,19.2,2024-11-06
Trae Young,ATL,NYK,W,35.25,7,21,0.333,3,9,0.333,6,8,0.75,2,4,6,10,2,0,2,2,23,19.1,2024-11-06
Michael Porter,DEN,OKC,W,41.37,7,16,0.438,6,10,0.6,4,4,1.0,1,6,7,3,1,0,1,3,24,19.0,2024-11-06
Jarrett Allen,CLE,NOP,W,34.8,7,10,0.7,0,0,0.0,2,2,1.0,2,12,14,2,1,2,0,5,16,18.6,2024-11-06
Daniel Gafford,DAL,CHI,W,23.53,7,9,0.778,0,0,0.0,3,4,0.75,2,5,7,1,0,3,0,1,17,18.4,2024-11-06
Devin Booker,PHO,MIA,W,38.88,9,17,0.529,2,7,0.286,2,3,0.667,1,3,4,9,0,0,3,1,22,17.8,2024-11-06
Bennedict Mathurin,IND,ORL,W,33.92,3,7,0.429,1,3,0.333,13,14,0.929,1,10,11,1,1,0,2,4,20,17.7,2024-11-06
Clint Capela,ATL,NYK,W,27.87,8,8,1.0,0,0,0.0,2,2,1.0,4,2,6,1,0,0,1,3,18,17.5,2024-11-06
Franz Wagner,ORL,IND,L,39.37,10,23,0.435,2,7,0.286,6,8,0.75,1,7,8,6,0,0,3,4,28,17.5,2024-11-06
Paul George,PHI,LAC,L,23.6,7,9,0.778,2,3,0.667,2,2,1.0,3,4,7,2,3,1,4,4,18,17.3,2024-11-06
Kyrie Irving,DAL,CHI,W,27.7,7,11,0.636,1,3,0.333,2,2,1.0,0,6,6,2,3,0,1,0,17,17.3,2024-11-06
Jaren Jackson,MEM,LAL,W,32.1,8,13,0.615,1,4,0.25,3,3,1.0,1,5,6,1,0,3,1,2,20,17.3,2024-11-06
DeMar DeRozan,SAC,TOR,W,35.27,11,21,0.524,2,4,0.5,3,3,1.0,0,2,2,3,1,0,3,1,27,17.0,2024-11-06
Jaylen Wells,MEM,LAL,W,28.03,7,10,0.7,5,7,0.714,1,2,0.5,0,3,3,1,1,0,1,0,20,17.0,2024-11-06
Ivica Zubac,LAC,PHI,W,33.28,7,9,0.778,0,0,0.0,1,1,1.0,2,7,9,3,1,0,1,1,15,16.7,2024-11-06
Caris LeVert,CLE,NOP,W,27.78,7,13,0.538,2,4,0.5,0,0,0.0,2,4,6,6,1,0,1,0,16,16.5,2024-11-06
Cam Reddish,LAL,MEM,L,25.93,5,7,0.714,2,2,1.0,3,4,0.75,2,4,6,2,2,0,0,3,15,16.5,2024-11-06
Shai Gilgeous-Alexander,OKC,DEN,L,38.82,10,19,0.526,0,3,0.0,8,10,0.8,0,2,2,6,1,1,8,1,28,16.0,2024-11-06
Austin Reaves,LAL,MEM,L,34.93,7,17,0.412,2,9,0.222,3,4,0.75,0,3,3,5,3,0,1,1,19,15.5,2024-11-06
Jaden Ivey,DET,CHO,L,33.55,8,16,0.5,3,5,0.6,2,2,1.0,2,2,4,5,0,1,3,2,21,15.4,2024-11-06
Jalen Green,HOU,SAS,W,31.0,6,14,0.429,4,9,0.444,5,6,0.833,0,5,5,4,0,1,3,1,21,14.8,2024-11-06
Josh Hart,NYK,ATL,L,38.07,6,9,0.667,2,4,0.5,0,0,0.0,1,7,8,8,1,1,3,6,14,14.8,2024-11-06
Jake LaRavia,MEM,LAL,W,28.82,6,11,0.545,1,3,0.333,0,1,0.0,2,3,5,8,1,0,1,2,13,14.4,2024-11-06
Miles McBride,NYK,ATL,L,28.43,5,9,0.556,4,6,0.667,2,2,1.0,0,4,4,7,0,1,3,3,16,14.3,2024-11-06
Nikola Vučević,CHI,DAL,L,24.85,7,10,0.7,0,2,0.0,0,0,0.0,3,7,10,3,1,0,2,2,14,14.3,2024-11-06
RJ Barrett,TOR,SAC,L,32.55,9,19,0.474,1,5,0.2,4,5,0.8,0,3,3,3,2,0,3,2,23,14.1,2024-11-06
Derrick Jones,LAC,PHI,W,23.85,5,6,0.833,1,2,0.5,3,3,1.0,1,3,4,2,0,0,0,2,14,14.0,2024-11-06
Matas Buzelis,CHI,DAL,L,22.85,4,9,0.444,3,4,0.75,2,2,1.0,3,6,9,0,2,1,1,0,13,13.9,2024-11-06
Cade Cunningham,DET,CHO,L,37.7,9,23,0.391,0,4,0.0,2,2,1.0,1,9,10,10,0,0,2,5,20,13.9,2024-11-06
Bam Adebayo,MIA,PHO,L,34.42,5,21,0.238,0,1,0.0,2,2,1.0,7,5,12,6,5,1,1,2,12,13.8,2024-11-06
Tyrese Haliburton,IND,ORL,W,36.65,6,11,0.545,3,5,0.6,2,2,1.0,0,3,3,4,1,0,1,4,17,13.8,2024-11-06
Luguentz Dort,OKC,DEN,L,25.65,3,6,0.5,3,5,0.6,2,2,1.0,0,6,6,3,3,2,1,4,11,13.7,2024-11-06
Alperen Sengun,HOU,SAS,W,24.27,8,15,0.533,0,1,0.0,0,1,0.0,0,5,5,4,1,2,1,1,16,13.6,2024-11-06
Darius Garland,CLE,NOP,W,29.97,5,10,0.5,4,6,0.667,0,0,0.0,0,1,1,9,1,1,3,2,14,13.5,2024-11-06
Brandon Ingram,NOP,CLE,L,38.68,9,20,0.45,2,8,0.25,0,0,0.0,0,5,5,5,1,1,2,2,20,13.5,2024-11-06
Chris Boucher,TOR,SAC,L,24.53,7,11,0.636,3,6,0.5,0,0,0.0,1,3,4,0,0,0,0,1,17,13.3,2024-11-06
Santi Aldama,MEM,LAL,W,31.33,4,10,0.4,1,5,0.2,2,2,1.0,3,9,12,3,1,0,0,1,11,13.1,2024-11-06
Brandon Boston,NOP,CLE,L,38.38,4,11,0.364,2,5,0.4,4,4,1.0,2,0,2,5,0,1,0,1,14,13.1,2024-11-06
Tari Eason,HOU,SAS,W,21.82,5,7,0.714,1,2,0.5,1,2,0.5,3,1,4,1,1,1,0,1,12,13.1,2024-11-06
Buddy Hield,GSW,BOS,W,28.53,6,11,0.545,4,7,0.571,0,0,0.0,1,5,6,1,0,1,0,3,16,13.1,2024-11-06
OG Anunoby,NYK,ATL,L,41.37,5,13,0.385,3,8,0.375,2,2,1.0,1,5,6,3,1,0,0,1,15,12.8,2024-11-06
Pascal Siakam,IND,ORL,W,33.48,6,13,0.462,0,3,0.0,5,5,1.0,1,3,4,3,0,0,0,3,17,12.8,2024-11-06
Ty Jerome,CLE,NOP,W,15.8,4,7,0.571,2,2,1.0,1,2,0.5,1,2,3,5,2,0,1,1,11,12.7,2024-11-06
T.J. McConnell,IND,ORL,W,16.65,7,7,1.0,1,1,1.0,0,0,0.0,0,0,0,5,1,0,4,2,15,12.6,2024-11-06
Jimmy Butler,MIA,PHO,L,36.92,6,13,0.462,0,2,0.0,3,3,1.0,3,4,7,3,1,0,2,1,15,12.3,2024-11-06
Kentavious Caldwell-Pope,ORL,IND,L,37.38,5,10,0.5,2,5,0.4,1,1,1.0,2,3,5,2,1,0,0,1,13,12.3,2024-11-06
